"","state","state.fips","county","county.code","commodity","data.item","domain.category","value"
"Colorado.193","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","542"
"Colorado.194","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","124"
"Colorado.195","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","40"
"Colorado.196","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","17"
"Colorado.197","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","41"
"Colorado.198","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","282,912"
"Colorado.199","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","332"
"Colorado.200","COLORADO",8,"ARAPAHOE",5,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","38"
"Colorado.201","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","751,389"
"Colorado.202","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","2,260"
"Colorado.203","COLORADO",8,"ARAPAHOE",5,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","54,166,000"
"Colorado.204","COLORADO",8,"ARAPAHOE",5,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","63,650"
"Colorado.205","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","419"
"Colorado.206","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, CROPLAND - ACRES","","136,849"
"Colorado.207","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","206"
"Colorado.208","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","44,558"
"Colorado.209","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","46"
"Colorado.210","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, IRRIGATED - ACRES","","1,155"
"Colorado.211","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","26,695,000"
"Colorado.212","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","31,369"
"Colorado.213","COLORADO",8,"ARAPAHOE",5,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","20,815,000"
"Colorado.214","COLORADO",8,"ARAPAHOE",5,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","5,881,000"
"Colorado.215","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"Colorado.216","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","570"
"Colorado.217","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","85"
"Colorado.218","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","84"
"Colorado.219","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","46"
"Colorado.220","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","24"
"Colorado.221","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","17"
"Colorado.222","COLORADO",8,"ARAPAHOE",5,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","25"
"Colorado.223","COLORADO",8,"ARAPAHOE",5,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","128"
"Colorado.224","COLORADO",8,"ARAPAHOE",5,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","1,705,000"
"Colorado.225","COLORADO",8,"ARAPAHOE",5,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","223"
"Colorado.226","COLORADO",8,"ARAPAHOE",5,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","3,050,000"
"Colorado.227","COLORADO",8,"ARAPAHOE",5,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","37,698,000"
"Colorado.228","COLORADO",8,"ARAPAHOE",5,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","44,299"
"Colorado.229","COLORADO",8,"ARAPAHOE",5,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","851"
"Colorado.230","COLORADO",8,"ARAPAHOE",5,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","-6,248,000"
"Colorado.231","COLORADO",8,"ARAPAHOE",5,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","-7,342"
"Colorado.232","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","343"
"Colorado.233","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","8,343"
"Colorado.234","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","263"
"Colorado.235","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","4,325"
"Colorado.236","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY","","19"
"Colorado.237","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, COWS, MILK - INVENTORY","","33"
"Colorado.238","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","227"
"Colorado.239","COLORADO",8,"ARAPAHOE",5,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","4,223"
"Colorado.240","COLORADO",8,"ARAPAHOE",5,"HOGS","HOGS - OPERATIONS WITH INVENTORY","","78"
"Colorado.241","COLORADO",8,"ARAPAHOE",5,"HOGS","HOGS - INVENTORY","","732"
"Colorado.242","COLORADO",8,"ARAPAHOE",5,"HOGS","HOGS - OPERATIONS WITH SALES","","79"
"Colorado.243","COLORADO",8,"ARAPAHOE",5,"HOGS","HOGS - SALES, MEASURED IN HEAD","","829"
"Colorado.244","COLORADO",8,"ARAPAHOE",5,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","37"
"Colorado.245","COLORADO",8,"ARAPAHOE",5,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","457"
"Colorado.246","COLORADO",8,"ARAPAHOE",5,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","259"
"Colorado.247","COLORADO",8,"ARAPAHOE",5,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","4,646"
"Colorado.248","COLORADO",8,"ARAPAHOE",5,"CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH SALES","","17"
"Colorado.249","COLORADO",8,"ARAPAHOE",5,"CHICKENS","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","","730"
"Colorado.250","COLORADO",8,"ARAPAHOE",5,"CORN","CORN, GRAIN - OPERATIONS WITH AREA HARVESTED","","3"
"Colorado.251","COLORADO",8,"ARAPAHOE",5,"CORN","CORN, GRAIN - ACRES HARVESTED","","(D)"
"Colorado.252","COLORADO",8,"ARAPAHOE",5,"CORN","CORN, GRAIN - PRODUCTION, MEASURED IN BU","","(D)"
"Colorado.253","COLORADO",8,"ARAPAHOE",5,"WHEAT","WHEAT - OPERATIONS WITH AREA HARVESTED","","46"
"Colorado.254","COLORADO",8,"ARAPAHOE",5,"WHEAT","WHEAT - ACRES HARVESTED","","35,106"
"Colorado.255","COLORADO",8,"ARAPAHOE",5,"WHEAT","WHEAT - PRODUCTION, MEASURED IN BU","","1,308,309"
"Colorado.256","COLORADO",8,"ARAPAHOE",5,"WHEAT","WHEAT, WINTER - OPERATIONS WITH AREA HARVESTED","","46"
"Colorado.257","COLORADO",8,"ARAPAHOE",5,"WHEAT","WHEAT, WINTER - ACRES HARVESTED","","35,106"
"Colorado.258","COLORADO",8,"ARAPAHOE",5,"WHEAT","WHEAT, WINTER - PRODUCTION, MEASURED IN BU","","1,308,309"
"Colorado.259","COLORADO",8,"ARAPAHOE",5,"SORGHUM","SORGHUM, GRAIN - OPERATIONS WITH AREA HARVESTED","","1"
"Colorado.260","COLORADO",8,"ARAPAHOE",5,"SORGHUM","SORGHUM, GRAIN - ACRES HARVESTED","","(D)"
"Colorado.261","COLORADO",8,"ARAPAHOE",5,"SORGHUM","SORGHUM, GRAIN - PRODUCTION, MEASURED IN BU","","(D)"
"Colorado.262","COLORADO",8,"ARAPAHOE",5,"BEANS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - OPERATIONS WITH AREA HARVESTED","","2"
"Colorado.263","COLORADO",8,"ARAPAHOE",5,"BEANS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - ACRES HARVESTED","","(D)"
"Colorado.264","COLORADO",8,"ARAPAHOE",5,"BEANS","BEANS, DRY EDIBLE, (EXCL CHICKPEAS & LIMA) - PRODUCTION, MEASURED IN CWT","","(D)"
"Colorado.265","COLORADO",8,"ARAPAHOE",5,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","139"
"Colorado.266","COLORADO",8,"ARAPAHOE",5,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","4,715"
"Colorado.267","COLORADO",8,"ARAPAHOE",5,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","5,627"
"Colorado.268","COLORADO",8,"ARAPAHOE",5,"SUNFLOWER","SUNFLOWER - OPERATIONS WITH AREA HARVESTED","","1"
"Colorado.269","COLORADO",8,"ARAPAHOE",5,"SUNFLOWER","SUNFLOWER - ACRES HARVESTED","","(D)"
"Colorado.270","COLORADO",8,"ARAPAHOE",5,"SUNFLOWER","SUNFLOWER - PRODUCTION, MEASURED IN LB","","(D)"
"Colorado.271","COLORADO",8,"ARAPAHOE",5,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","","12"
"Colorado.272","COLORADO",8,"ARAPAHOE",5,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED","","20"
"Colorado.273","COLORADO",8,"ARAPAHOE",5,"POTATOES","POTATOES - OPERATIONS WITH AREA HARVESTED","","6"
"Colorado.274","COLORADO",8,"ARAPAHOE",5,"POTATOES","POTATOES - ACRES HARVESTED","","3"
"Colorado.275","COLORADO",8,"ARAPAHOE",5,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","5"
"Colorado.276","COLORADO",8,"ARAPAHOE",5,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","8"
"Colorado.277","COLORADO",8,"ARAPAHOE",5,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","851"
"Colorado.278","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","399"
"Colorado.279","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","37"
"Colorado.280","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","128"
"Colorado.281","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","117"
"Colorado.282","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","43"
"Colorado.283","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","17"
"Colorado.284","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","57"
"Colorado.285","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","210,147"
"Colorado.286","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","527"
"Colorado.287","COLORADO",8,"ARCHULETA",7,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","72"
"Colorado.288","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","1,634,748"
"Colorado.289","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","3,104"
"Colorado.290","COLORADO",8,"ARCHULETA",7,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","26,744,000"
"Colorado.291","COLORADO",8,"ARCHULETA",7,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","67,028"
"Colorado.292","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","206"
"Colorado.293","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, CROPLAND - ACRES","","12,532"
"Colorado.294","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","151"
"Colorado.295","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","8,124"
"Colorado.296","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","200"
"Colorado.297","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, IRRIGATED - ACRES","","18,332"
"Colorado.298","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","11,157,000"
"Colorado.299","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","27,963"
"Colorado.300","COLORADO",8,"ARCHULETA",7,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","1,403,000"
"Colorado.301","COLORADO",8,"ARCHULETA",7,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","9,755,000"
"Colorado.302","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"Colorado.303","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","187"
"Colorado.304","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","33"
"Colorado.305","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","50"
"Colorado.306","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (10,000 TO 24,999 $)","57"
"Colorado.307","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (25,000 TO 49,999 $)","29"
"Colorado.308","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (50,000 TO 99,999 $)","19"
"Colorado.309","COLORADO",8,"ARCHULETA",7,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (100,000 OR MORE $)","24"
"Colorado.310","COLORADO",8,"ARCHULETA",7,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - OPERATIONS WITH RECEIPTS","","10"
"Colorado.311","COLORADO",8,"ARCHULETA",7,"GOVT PROGRAMS","GOVT PROGRAMS, FEDERAL - RECEIPTS, MEASURED IN $","","143,000"
"Colorado.312","COLORADO",8,"ARCHULETA",7,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - OPERATIONS WITH RECEIPTS","","140"
"Colorado.313","COLORADO",8,"ARCHULETA",7,"INCOME, FARM-RELATED","INCOME, FARM-RELATED - RECEIPTS, MEASURED IN $","","1,836,000"
"Colorado.314","COLORADO",8,"ARCHULETA",7,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $","","15,247,000"
"Colorado.315","COLORADO",8,"ARCHULETA",7,"EXPENSE TOTALS","EXPENSE TOTALS, OPERATING - EXPENSE, MEASURED IN $ / OPERATION","","38,213"
"Colorado.316","COLORADO",8,"ARCHULETA",7,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - OPERATIONS WITH NET INCOME","","399"
"Colorado.317","COLORADO",8,"ARCHULETA",7,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $","","-2,111,000"
"Colorado.318","COLORADO",8,"ARCHULETA",7,"INCOME, NET CASH FARM","INCOME, NET CASH FARM, OF OPERATIONS - NET INCOME, MEASURED IN $ / OPERATION","","-5,291"
"Colorado.319","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH INVENTORY","","168"
"Colorado.320","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, INCL CALVES - INVENTORY","","8,487"
"Colorado.321","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, COWS, BEEF - OPERATIONS WITH INVENTORY","","134"
"Colorado.322","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, COWS, BEEF - INVENTORY","","(D)"
"Colorado.323","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, COWS, MILK - OPERATIONS WITH INVENTORY","","1"
"Colorado.324","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, COWS, MILK - INVENTORY","","(D)"
"Colorado.325","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, INCL CALVES - OPERATIONS WITH SALES","","147"
"Colorado.326","COLORADO",8,"ARCHULETA",7,"CATTLE","CATTLE, INCL CALVES - SALES, MEASURED IN HEAD","","10,172"
"Colorado.327","COLORADO",8,"ARCHULETA",7,"HOGS","HOGS - OPERATIONS WITH INVENTORY","","3"
"Colorado.328","COLORADO",8,"ARCHULETA",7,"HOGS","HOGS - INVENTORY","","15"
"Colorado.329","COLORADO",8,"ARCHULETA",7,"HOGS","HOGS - OPERATIONS WITH SALES","","3"
"Colorado.330","COLORADO",8,"ARCHULETA",7,"HOGS","HOGS - SALES, MEASURED IN HEAD","","11"
"Colorado.331","COLORADO",8,"ARCHULETA",7,"SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH INVENTORY","","12"
"Colorado.332","COLORADO",8,"ARCHULETA",7,"SHEEP","SHEEP, INCL LAMBS - INVENTORY","","228"
"Colorado.333","COLORADO",8,"ARCHULETA",7,"CHICKENS","CHICKENS, LAYERS - OPERATIONS WITH INVENTORY","","26"
"Colorado.334","COLORADO",8,"ARCHULETA",7,"CHICKENS","CHICKENS, LAYERS - INVENTORY","","437"
"Colorado.335","COLORADO",8,"ARCHULETA",7,"CHICKENS","CHICKENS, BROILERS - OPERATIONS WITH SALES","","3"
"Colorado.336","COLORADO",8,"ARCHULETA",7,"CHICKENS","CHICKENS, BROILERS - SALES, MEASURED IN HEAD","","58"
"Colorado.337","COLORADO",8,"ARCHULETA",7,"BARLEY","BARLEY - OPERATIONS WITH AREA HARVESTED","","8"
"Colorado.338","COLORADO",8,"ARCHULETA",7,"BARLEY","BARLEY - ACRES HARVESTED","","236"
"Colorado.339","COLORADO",8,"ARCHULETA",7,"BARLEY","BARLEY - PRODUCTION, MEASURED IN BU","","7,208"
"Colorado.340","COLORADO",8,"ARCHULETA",7,"HAY & HAYLAGE","HAY & HAYLAGE - OPERATIONS WITH AREA HARVESTED","","127"
"Colorado.341","COLORADO",8,"ARCHULETA",7,"HAY & HAYLAGE","HAY & HAYLAGE - ACRES HARVESTED","","7,417"
"Colorado.342","COLORADO",8,"ARCHULETA",7,"HAY & HAYLAGE","HAY & HAYLAGE - PRODUCTION, MEASURED IN TONS, DRY BASIS","","12,963"
"Colorado.343","COLORADO",8,"ARCHULETA",7,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - OPERATIONS WITH AREA HARVESTED","","7"
"Colorado.344","COLORADO",8,"ARCHULETA",7,"VEGETABLE TOTALS","VEGETABLE TOTALS, IN THE OPEN - ACRES HARVESTED","","3"
"Colorado.345","COLORADO",8,"ARCHULETA",7,"POTATOES","POTATOES - OPERATIONS WITH AREA HARVESTED","","6"
"Colorado.346","COLORADO",8,"ARCHULETA",7,"POTATOES","POTATOES - ACRES HARVESTED","","1"
"Colorado.347","COLORADO",8,"ARCHULETA",7,"ORCHARDS","ORCHARDS - OPERATIONS WITH AREA BEARING & NON-BEARING","","9"
"Colorado.348","COLORADO",8,"ARCHULETA",7,"ORCHARDS","ORCHARDS - ACRES BEARING & NON-BEARING","","16"
"Colorado.349","COLORADO",8,"ARCHULETA",7,"AG LAND","AG LAND, INCL BUILDINGS - OPERATIONS WITH ASSET VALUE","","399"
"Colorado.350","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","","667"
"Colorado.351","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1.0 TO 9.9 ACRES)","5"
"Colorado.352","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (10.0 TO 49.9 ACRES)","17"
"Colorado.353","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (50 TO 179 ACRES)","85"
"Colorado.354","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (180 TO 499 ACRES)","147"
"Colorado.355","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (500 TO 999 ACRES)","90"
"Colorado.356","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - NUMBER OF OPERATIONS","AREA OPERATED: (1,000 OR MORE ACRES)","323"
"Colorado.357","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - ACRES OPERATED","","1,471,783"
"Colorado.358","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION","","2,207"
"Colorado.359","COLORADO",8,"BACA",9,"FARM OPERATIONS","FARM OPERATIONS - AREA OPERATED, MEASURED IN ACRES / OPERATION, MEDIAN","","960"
"Colorado.360","COLORADO",8,"BACA",9,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / OPERATION","","1,729,456"
"Colorado.361","COLORADO",8,"BACA",9,"AG LAND","AG LAND, INCL BUILDINGS - ASSET VALUE, MEASURED IN $ / ACRE","","784"
"Colorado.362","COLORADO",8,"BACA",9,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $","","98,912,000"
"Colorado.363","COLORADO",8,"BACA",9,"MACHINERY TOTALS","MACHINERY TOTALS - ASSET VALUE, MEASURED IN $ / OPERATION","","149,867"
"Colorado.364","COLORADO",8,"BACA",9,"AG LAND","AG LAND, CROPLAND - NUMBER OF OPERATIONS","","538"
"Colorado.365","COLORADO",8,"BACA",9,"AG LAND","AG LAND, CROPLAND - ACRES","","742,370"
"Colorado.366","COLORADO",8,"BACA",9,"AG LAND","AG LAND, CROPLAND, HARVESTED - NUMBER OF OPERATIONS","","253"
"Colorado.367","COLORADO",8,"BACA",9,"AG LAND","AG LAND, CROPLAND, HARVESTED - ACRES","","(D)"
"Colorado.368","COLORADO",8,"BACA",9,"AG LAND","AG LAND, IRRIGATED - NUMBER OF OPERATIONS","","91"
"Colorado.369","COLORADO",8,"BACA",9,"AG LAND","AG LAND, IRRIGATED - ACRES","","45,519"
"Colorado.370","COLORADO",8,"BACA",9,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $","","114,083,000"
"Colorado.371","COLORADO",8,"BACA",9,"COMMODITY TOTALS","COMMODITY TOTALS - SALES, MEASURED IN $ / OPERATION","","171,039"
"Colorado.372","COLORADO",8,"BACA",9,"CROP TOTALS","CROP TOTALS - SALES, MEASURED IN $","","52,394,000"
"Colorado.373","COLORADO",8,"BACA",9,"ANIMAL TOTALS","ANIMAL TOTALS, INCL PRODUCTS - SALES, MEASURED IN $","","61,689,000"
"Colorado.374","COLORADO",8,"BACA",9,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","",""
"Colorado.375","COLORADO",8,"BACA",9,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (LESS THAN 2,500 $)","302"
"Colorado.376","COLORADO",8,"BACA",9,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (2,500 TO 4,999 $)","20"
"Colorado.377","COLORADO",8,"BACA",9,"COMMODITY TOTALS","COMMODITY TOTALS - OPERATIONS WITH SALES","FARM SALES: (5,000 TO 9,999 $)","18"
