state,county,ag_land_cropland_acres,ag_land_cropland_number_of_operations,ag_land_cropland_harvested_acres,ag_land_cropland_harvested_number_of_operations,ag_land_incl_buildings_asset_value_measured_in_$_acre,ag_land_incl_buildings_asset_value_measured_in_$_operation,ag_land_incl_buildings_operations_with_asset_value,ag_land_irrigated_acres,ag_land_irrigated_number_of_operations,animal_totals_incl_products_sales_measured_in_$,barley_acres_harvested,barley_operations_with_area_harvested,barley_production_measured_in_bu,beans_dry_edible_(excl_chickpeas_&_lima)_acres_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_operations_with_area_harvested,beans_dry_edible_(excl_chickpeas_&_lima)_production_measured_in_cwt,cattle_cows_beef_inventory,cattle_cows_beef_operations_with_inventory,cattle_cows_milk_inventory,cattle_cows_milk_operations_with_inventory,cattle_incl_calves_inventory,cattle_incl_calves_operations_with_inventory,cattle_incl_calves_operations_with_sales,cattle_incl_calves_sales_measured_in_head,chickens_broilers_operations_with_sales,chickens_broilers_sales_measured_in_head,chickens_layers_inventory,chickens_layers_operations_with_inventory,commodity_totals_operations_with_sales,commodity_totals_sales_measured_in_$,commodity_totals_sales_measured_in_$_operation,corn_grain_acres_harvested,corn_grain_operations_with_area_harvested,corn_grain_production_measured_in_bu,corn_silage_acres_harvested,corn_silage_operations_with_area_harvested,corn_silage_production_measured_in_tons,crop_totals_sales_measured_in_$,expense_totals_operating_expense_measured_in_$,expense_totals_operating_expense_measured_in_$_operation,farm_operations_acres_operated,farm_operations_area_operated_measured_in_acres_operation,farm_operations_area_operated_measured_in_acres_operation_median,farm_operations_number_of_operations,govt_programs_federal_operations_with_receipts,govt_programs_federal_receipts_measured_in_$,hay_&_haylage_acres_harvested,hay_&_haylage_operations_with_area_harvested,hay_&_haylage_production_measured_in_tons_dry_basis,hogs_inventory,hogs_operations_with_inventory,hogs_operations_with_sales,hogs_sales_measured_in_head,income_farm_related_operations_with_receipts,income_farm_related_receipts_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$,income_net_cash_farm_of_operations_net_income_measured_in_$_operation,income_net_cash_farm_of_operations_operations_with_net_income,machinery_totals_asset_value_measured_in_$,machinery_totals_asset_value_measured_in_$_operation,oats_acres_harvested,oats_operations_with_area_harvested,oats_production_measured_in_bu,orchards_acres_bearing_&_non_bearing,orchards_operations_with_area_bearing_&_non_bearing,potatoes_acres_harvested,potatoes_operations_with_area_harvested,sheep_incl_lambs_inventory,sheep_incl_lambs_operations_with_inventory,sorghum_grain_acres_harvested,sorghum_grain_operations_with_area_harvested,sorghum_grain_production_measured_in_bu,sorghum_silage_acres_harvested,sorghum_silage_operations_with_area_harvested,sorghum_silage_production_measured_in_tons,soybeans_acres_harvested,soybeans_operations_with_area_harvested,soybeans_production_measured_in_bu,sugarbeets_acres_harvested,sugarbeets_operations_with_area_harvested,sugarbeets_production_measured_in_tons,sunflower_acres_harvested,sunflower_operations_with_area_harvested,sunflower_production_measured_in_lb,sweet_potatoes_acres_harvested,sweet_potatoes_operations_with_area_harvested,vegetable_totals_in_the_open_acres_harvested,vegetable_totals_in_the_open_operations_with_area_harvested,wheat_acres_harvested,wheat_operations_with_area_harvested,wheat_production_measured_in_bu,wheat_spring_(excl_durum)_acres_harvested,wheat_spring_(excl_durum)_operations_with_area_harvested,wheat_spring_(excl_durum)_production_measured_in_bu,wheat_spring_durum_acres_harvested,wheat_spring_durum_operations_with_area_harvested,wheat_spring_durum_production_measured_in_bu,wheat_winter_acres_harvested,wheat_winter_operations_with_area_harvested,wheat_winter_production_measured_in_bu
north dakota,mercer,"232,831",266,"180,750",231,"1,368","2,236,333",317,"2,431",15,"32,138,000","6,977",25,"298,248",0,2,0,"25,297",166,0,0,"45,225",179,181,"26,243",1,0,429,26,80,"57,168,000","180,340","15,788",29,"1,183,853","2,969",20,"30,590","25,030,000","51,097,000","161,188","518,195","1,635",619,317,207,"4,684,000","63,307",205,"55,721",204,7,7,154,219,"5,676,000","16,431,000","51,833",317,"92,463,000","291,683","3,553",18,"163,182",0,2,0,1,280,6,0,0,0,0,0,0,"7,989",23,"222,714",0,0,0,"10,531",21,"19,295,997",0,0,0,1,"42,422",57,"1,191,384","34,406",50,"973,646","5,836",6,"155,214","2,180",7,"62,524"
north dakota,morton,"562,846",626,"450,014",563,"1,404","2,203,330",781,"4,684",30,"82,445,000","8,050",40,"404,978",425,4,0,"54,371",448,"3,901",30,"99,680",486,461,"58,971",2,0,0,48,165,"145,997,000","186,936","43,052",108,"3,803,066","14,705",107,"153,575","63,552,000","134,661,000","172,422","1,225,934","1,570",623,781,513,"7,594,000","125,239",485,"161,496",153,5,11,292,528,"11,584,000","30,514,000","39,070",781,"215,299,000","275,670","3,067",28,"142,451",0,2,5,3,"2,129",34,0,0,0,0,0,0,"40,610",78,"1,107,812",0,0,0,"28,430",65,"44,036,225",1,3,33,5,"176,799",187,"4,037,343","165,035",179,"3,839,900","11,193",21,"189,136",571,4,"8,307"
north dakota,mountrail,"697,242",523,"630,440",455,"1,278","2,367,371",584,9,3,"29,886,000","7,479",30,"435,431",537,5,"8,560","26,437",236,6,3,"40,006",246,228,"22,899",0,0,125,7,120,"135,742,000","232,435","8,133",38,"543,534","1,477",13,"12,506","105,856,000","137,742,000","235,859","1,081,383","1,852",890,584,447,"14,849,000","87,208",317,"90,152",24,9,8,86,420,"17,841,000","30,691,000","52,552",584,"242,503,000","415,245","2,248",14,"117,409",0,0,0,1,0,2,0,0,0,0,0,0,"56,625",109,"1,342,034",0,0,0,"12,351",19,"21,930,162",0,0,0,1,"239,365",229,"7,328,760","168,926",176,"5,261,528","69,892",106,"2,052,561",547,3,"14,671"
north dakota,nelson,"475,351",469,"360,775",243,"1,360","1,537,488",489,"2,884",8,"8,360,000","10,537",38,"834,512","23,566",43,"415,943",0,64,0,1,"9,912",68,66,"5,065",0,0,97,4,236,"120,888,000","247,214","36,250",81,"4,648,955","1,596",13,"25,484","112,527,000","98,369,000","201,163","552,853","1,131",320,489,457,"9,416,000","20,835",106,"43,193",0,0,0,0,346,"9,235,000","41,170,000","84,191",489,"167,088,000","341,693",476,4,"28,450",0,0,0,1,0,1,0,0,0,0,0,0,"151,761",179,"4,962,677",0,0,0,720,5,"1,398,641",0,0,0,1,"93,429",140,"5,341,071","90,187",136,"5,159,579",0,6,0,0,1,0
north dakota,oliver,"148,539",208,"136,062",189,"1,443","1,932,910",234,"2,734",10,"25,415,000","2,353",10,"91,800","2,606",4,"46,946",0,120,0,3,"33,130",139,129,"20,181",0,0,255,5,51,"47,326,000","202,248","15,620",43,"1,612,480","6,361",31,"70,981","21,911,000","43,653,000","186,553","313,542","1,340",410,234,167,"2,639,000","46,491",168,"54,175",0,1,1,0,179,"3,746,000","10,058,000","42,981",234,"68,490,000","292,694","1,828",12,"119,117",0,0,0,1,405,9,0,0,0,0,0,0,"15,647",29,"497,660",0,0,0,"3,794",17,"7,432,049",0,0,0,5,"33,656",62,"984,852","31,389",54,"934,131","2,267",8,"50,721",0,0,0
north dakota,pembina,"640,772",439,"594,939",342,"2,757","3,962,790",481,"1,449",9,"7,324,000","4,929",21,"448,111","46,421",108,"848,692","3,102",76,0,0,"12,127",77,64,"6,607",1,0,78,5,128,"282,661,000","587,654","43,721",105,"5,896,171",395,3,"5,241","275,337,000","233,198,000","484,818","691,493","1,438",480,481,375,"11,608,000","12,017",78,"28,702",0,1,0,0,338,"19,838,000","80,910,000","168,211",481,"247,381,000","514,306","1,052",18,"82,897",0,0,0,35,498,4,0,0,0,0,0,0,"217,471",260,"7,122,131","52,868",107,"1,401,486",767,7,"1,550,379",0,0,"18,222",38,"182,351",238,"11,514,085","174,920",228,"11,081,742",0,13,0,0,1,0
north dakota,pierce,"435,295",400,"363,005",307,"1,409","1,707,184",446,782,4,"15,470,000","17,649",50,"1,284,608","6,964",14,"133,186","11,954",119,0,0,"22,342",131,113,"13,320",5,90,394,11,147,"98,774,000","221,467","20,860",78,"1,958,277",987,19,"12,857","83,304,000","85,155,000","190,931","540,395","1,212",600,446,385,"8,501,000","31,171",161,"47,535",10,5,3,3,346,"11,467,000","33,587,000","75,307",446,"150,482,000","337,405","2,104",16,"170,411",2,3,0,0,242,7,0,0,0,0,0,0,"110,320",197,"3,089,193",0,0,0,672,7,"580,900",0,0,0,0,"129,386",211,"5,605,111","114,724",177,"4,957,328","14,662",38,"647,783",0,0,0
north dakota,ramsey,"626,350",478,"529,017",286,"1,809","2,446,528",515,0,1,"26,282,000","31,443",74,"2,592,668","30,156",60,"558,635","2,492",51,0,0,"4,181",58,45,"2,153",0,0,210,7,224,"190,189,000","369,299","65,718",106,"7,823,963",0,2,0,"163,906,000","158,152,000","307,091","696,611","1,353",400,515,437,"12,149,000","10,241",82,"20,244","37,926",9,6,"401,790",331,"14,313,000","58,498,000","113,589",515,"244,188,000","474,152",284,3,"16,841",0,1,0,0,536,10,0,0,0,0,0,0,"185,058",212,"5,939,144",0,0,0,"1,262",7,"2,423,018",0,0,0,0,"141,694",176,"7,858,878","135,972",163,"7,605,368","5,722",16,"253,510",0,0,0
north dakota,ransom,"389,053",461,"337,943",326,"2,012","2,179,084",507,"28,943",55,"35,943,000",0,2,0,"15,289",25,"298,567",0,159,0,4,"44,432",181,167,"22,556",0,0,939,22,179,"173,624,000","342,454","114,661",180,"20,362,422","4,655",42,"63,392","137,681,000","146,113,000","288,192","549,074","1,083",331,507,375,"6,098,000","21,309",185,"60,856",0,3,6,0,369,"11,975,000","45,583,000","89,907",507,"175,286,000","345,733",813,17,"73,526",0,1,0,1,"3,673",18,0,0,0,0,0,0,"148,434",192,"6,198,422",0,0,0,0,2,0,0,0,0,1,"29,143",80,"1,806,784","27,937",77,"1,753,129",0,2,0,0,4,0
north dakota,renville,"523,440",251,"498,177",225,"1,605","3,306,195",269,6,4,"2,831,000","25,532",49,"1,737,134",0,1,0,0,42,0,1,"3,979",44,38,"2,262",0,0,98,6,53,"125,488,000","466,500","15,350",36,"1,585,281",640,9,"9,680","122,657,000","100,847,000","374,895","554,267","2,060","1,720",269,226,"10,660,000","10,589",74,"16,968",0,2,0,0,190,"8,363,000","43,665,000","162,324",269,"180,969,000","672,748","3,523",19,"203,043",0,0,0,3,0,0,0,0,0,0,0,0,"158,165",156,"4,444,959",0,0,0,"10,342",21,"16,362,402",0,0,1,3,"159,489",165,"6,272,640","137,009",153,"5,490,552","21,369",39,"752,813","1,111",5,"29,275"
north dakota,richland,"822,988",791,"773,174",591,"3,189","3,300,158",846,"6,093",29,"35,812,000",639,7,"59,593","8,376",25,"202,910","11,219",139,268,4,"31,293",161,153,"22,003",4,619,521,19,254,"390,797,000","461,935","305,542",442,"53,717,222","2,404",30,"45,586","354,985,000","333,136,000","393,778","875,444","1,035",453,846,659,"6,568,000","17,858",167,"47,405",0,3,8,107,643,"19,476,000","83,705,000","98,942",846,"395,780,000","467,825",326,4,"33,900",3,6,3,5,"12,331",12,0,0,0,0,0,0,"351,437",478,"14,696,310","28,164",67,"874,911","3,913",15,"6,297,014",0,0,0,6,"54,406",145,"3,532,462","52,512",143,"3,428,925","1,894",7,"103,537",0,0,0
north dakota,rolette,"373,089",396,"320,999",300,"1,280","1,447,711",453,967,4,"14,388,000","8,790",39,"587,751",0,0,0,"11,577",149,0,0,"19,331",155,149,"10,185",1,0,373,9,141,"91,542,000","202,079","11,125",38,"1,078,676",450,8,"5,740","77,154,000","76,333,000","168,505","512,172","1,131",441,453,320,"9,446,000","43,414",207,"64,548",0,2,1,0,296,"7,588,000","32,243,000","71,177",453,"148,215,000","327,186","4,394",48,"337,777",0,0,0,3,0,2,0,0,0,0,0,0,"69,105",115,"1,959,827",0,0,0,"1,517",8,"2,686,750",0,0,0,3,"106,418",145,"5,029,580","90,630",127,"4,455,281",0,38,0,0,1,0
north dakota,sargent,"489,203",472,"427,772",322,"2,787","3,049,460",501,"16,773",27,"25,419,000","3,372",8,"268,220","2,482",6,"56,363",0,94,0,3,"23,617",104,89,"11,852",2,0,92,4,185,"214,144,000","427,433","162,661",206,"27,323,896","1,263",10,"24,207","188,725,000","177,647,000","354,585","548,088","1,094",450,501,396,"5,981,000","15,784",120,"35,556",0,3,4,0,366,"15,827,000","58,305,000","116,377",501,"200,127,000","399,455",0,1,0,0,0,0,2,757,8,0,0,0,0,0,0,"217,294",254,"9,284,158",0,0,0,"1,561",8,"2,448,538",0,0,"3,825",3,"18,987",88,"1,131,141",0,87,0,0,1,0,0,0,0
north dakota,sheridan,"397,900",238,"347,936",193,"1,098","2,328,439",260,0,0,"18,256,000","16,515",51,"898,307","5,714",11,"70,685","16,085",106,0,0,"30,703",112,110,"18,179",1,0,445,7,68,"92,044,000","354,016","27,514",53,"2,784,959","2,476",27,"26,828","73,788,000","71,760,000","276,000","551,381","2,121","1,245",260,209,"5,366,000","38,721",126,"44,851",0,1,1,0,172,"4,340,000","29,990,000","115,347",260,"81,831,000","314,736",624,8,"33,200",0,0,0,1,583,6,0,0,0,0,0,0,"105,398",98,"2,966,277",0,1,0,"4,991",13,"9,243,700",0,0,0,1,"110,063",120,"3,706,756","92,625",106,"3,159,812","17,438",30,"546,944",0,0,0
north dakota,sioux,"226,064",126,"145,806",107,"1,243","3,909,369",187,0,2,"40,188,000",472,4,"23,200",0,0,0,0,113,0,3,"46,366",115,114,"36,309",0,0,67,3,34,"61,906,000","331,046","15,606",30,"1,676,478","5,609",27,"52,503","21,718,000","53,150,000","284,226","588,162","3,145","1,315",187,128,"2,912,000","59,169",94,"55,568",0,0,1,0,110,"4,723,000","16,391,000","87,650",187,"73,069,000","390,741",491,4,0,0,2,0,2,0,1,0,0,0,0,0,0,"2,656",9,"57,860",0,0,0,"21,179",20,"43,008,891",0,0,0,2,"38,504",31,"1,070,756","29,674",28,"847,154","5,860",10,"123,678","2,970",5,"99,924"
north dakota,slope,"286,479",198,"202,552",147,"1,057","3,579,166",215,0,0,"28,117,000","2,241",9,"95,229",0,0,0,"25,432",115,0,0,"35,665",115,109,"21,749",0,0,65,4,51,"47,904,000","222,808","6,084",17,"459,443","2,111",12,"13,077","19,787,000","49,260,000","229,118","727,694","3,385","1,575",215,180,"4,683,000","47,213",127,"32,947",0,1,1,0,161,"9,148,000","12,474,000","58,019",215,"89,908,000","418,177",0,0,0,0,0,0,0,220,6,0,0,0,0,0,0,"1,200",5,"22,000",0,0,0,"5,316",10,"6,200,133",0,0,0,0,"117,995",57,"2,441,034","90,731",52,"1,936,430","27,264",29,"504,604",0,0,0
north dakota,stark,"493,631",542,"401,715",434,"1,331","1,444,094",678,476,22,"24,924,000","2,446",14,"72,834","3,158",3,"36,570",0,321,0,3,"33,352",339,318,"22,884",5,196,627,27,230,"68,476,000","100,996","29,446",59,"1,892,373","4,034",30,"40,947","43,552,000","79,808,000","117,711","735,504","1,085",310,678,404,"7,576,000","84,305",389,"71,888",24,3,12,110,426,"16,081,000","12,324,000","18,177",678,"150,637,000","222,178","1,784",14,"55,938",0,0,0,1,"1,054",19,0,0,0,0,0,0,"2,145",7,"35,848",0,0,0,"23,569",31,"31,388,985",0,0,0,2,"214,925",172,"3,871,659","177,421",156,"3,136,215","37,150",40,"729,384",354,3,"6,060"
north dakota,steele,"398,585",328,"372,477",214,"2,197","2,584,785",358,"6,621",9,"4,030,000","10,090",26,"846,095","53,277",90,"1,111,273","3,524",45,0,0,"6,133",47,43,"3,353",0,0,0,2,142,"149,924,000","418,782","90,667",133,"14,766,652",326,6,"3,703","145,894,000","124,886,000","348,843","421,219","1,177",362,358,288,"5,812,000","6,273",38,"13,758",0,1,1,0,278,"11,648,000","42,498,000","118,709",358,"187,972,000","525,062",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"172,812",189,"6,255,186",0,0,0,"1,758",8,"2,809,331",0,0,0,0,"36,883",103,"2,217,543","32,545",97,"1,969,223",0,7,0,0,2,0
north dakota,stutsman,"1,048,238",829,"937,500",682,"2,005","2,808,671",939,"4,209",17,"49,560,000","8,314",34,"562,419","24,760",40,"494,642","31,623",300,"1,469",3,"70,314",345,323,"37,471",2,0,759,32,244,"335,625,000","357,428","216,020",293,"30,267,908","4,294",49,"70,838","286,065,000","273,435,000","291,198","1,315,703","1,401",520,939,702,"10,869,000","74,259",415,"133,496",258,12,13,344,666,"25,148,000","98,208,000","104,588",939,"347,531,000","370,108","1,526",17,"65,348",0,0,0,1,"1,845",24,0,0,0,120,3,"1,500","498,462",421,"17,000,985",0,0,0,"2,820",8,"5,655,755",0,0,8,4,"98,003",227,"4,679,578","90,815",207,"4,344,876",0,23,0,0,2,0
north dakota,towner,"552,379",429,"463,782",299,"1,385","1,923,869",454,0,0,"25,233,000","8,030",33,"448,084","19,781",39,"366,110","5,621",80,0,0,"9,235",81,80,"4,956",0,0,170,5,152,"166,148,000","365,965","18,219",49,"2,014,676",939,16,"17,597","140,915,000","127,466,000","280,761","630,795","1,389",855,454,387,"14,647,000","17,971",102,"35,223","36,015",3,5,"220,397",324,"14,756,000","68,085,000","149,967",454,"181,257,000","399,244",120,4,"7,200",0,0,0,1,144,3,0,0,0,0,0,0,"138,023",202,"4,521,388",0,0,0,"4,312",8,"8,538,879",0,0,0,2,"167,952",229,"9,443,108","156,710",221,"8,948,610",0,21,0,0,2,0
north dakota,traill,"526,077",391,"509,495",325,"3,084","4,004,597",415,0,2,"2,182,000","12,857",39,"1,090,078","38,013",66,"721,328",0,33,0,2,"3,399",34,38,"1,780",3,3,176,8,107,"225,930,000","544,409","121,132",189,"19,509,373",0,0,0,"223,748,000","199,814,000","481,480","538,836","1,298",800,415,332,"4,053,000","2,615",61,"7,716",0,2,4,14,316,"14,170,000","44,339,000","106,841",415,"245,793,000","592,272",164,4,"15,380",0,3,"1,465",8,843,13,0,0,0,0,0,0,"222,634",267,"8,304,189","28,321",70,"836,255","1,898",6,"4,116,000",0,0,"1,477",10,"79,795",142,"5,206,089","77,449",138,"5,063,110",0,6,0,0,2,0
north dakota,walsh,"720,275",707,"643,446",436,"2,513","2,649,975",763,"1,741",12,"12,183,000","10,864",43,"896,356","83,731",194,"1,610,351","9,825",118,0,0,"18,927",123,113,"9,745",2,0,292,10,295,"335,598,000","439,840","50,276",130,"7,197,447",323,8,"4,840","323,415,000","278,548,000","365,070","804,520","1,054",320,763,657,"13,679,000","20,128",127,"37,150",0,1,0,0,539,"18,659,000","89,388,000","117,153",763,"340,391,000","446,123",0,2,0,0,1,"26,629",39,"1,394",16,0,0,0,0,0,0,"162,082",293,"5,153,976","49,188",109,"1,444,611","4,819",20,"10,664,344",0,0,"26,635",43,"193,379",316,"11,939,275","187,807",303,"11,650,932","5,572",20,"288,343",0,0,0
north dakota,ward,"967,455",604,"873,331",534,"1,633","2,623,383",718,523,21,"17,552,000","15,316",59,"779,066","2,249",7,"36,750","13,912",212,0,0,"24,482",227,206,"16,997",4,80,544,34,164,"205,986,000","286,889","26,408",77,"2,450,268","1,189",14,"14,413","188,435,000","191,449,000","266,642","1,153,475","1,607",715,718,548,"20,719,000","43,025",254,"56,084",0,0,0,0,508,"20,159,000","55,415,000","77,180",718,"268,328,000","373,715","1,251",20,"82,779",9,8,4,9,"1,055",22,0,0,0,0,0,0,"214,658",270,"5,445,893",0,0,0,"15,242",40,"26,640,454",0,0,33,15,"342,337",342,"12,764,178","280,206",303,"10,695,034","58,748",90,"1,935,547","3,383",18,"133,597"
north dakota,wells,"664,776",400,"621,906",351,"1,711","3,089,877",435,"1,010",4,"23,353,000","13,705",43,"863,730","48,446",77,"782,675","12,490",123,0,0,"27,441",138,137,"19,820",0,0,"1,084",15,95,"208,249,000","478,732","95,691",144,"13,058,800","2,316",25,"31,904","184,896,000","151,647,000","348,614","785,692","1,806",917,435,349,"10,874,000","39,552",209,"61,663",0,2,2,0,293,"7,322,000","74,798,000","171,948",435,"273,594,000","628,953","1,007",13,"49,412",0,1,0,0,710,12,0,0,0,405,3,"3,003","238,022",242,"7,922,048",0,0,0,"7,414",13,"13,598,192",0,0,0,0,"159,105",196,"7,902,930","132,074",183,"6,867,459",0,30,0,0,1,0
north dakota,williams,"754,415",467,"674,223",398,"1,096","1,925,239",569,"21,065",43,"14,355,000","11,521",42,"560,982","1,099",4,"21,013","12,549",139,0,0,"19,733",156,132,"11,605",0,0,414,20,162,"131,781,000","231,601","5,075",21,"505,618",485,4,"5,021","117,426,000","122,531,000","215,345","999,227","1,756",660,569,331,"9,204,000","36,905",216,"38,291",0,0,1,0,368,"16,912,000","35,366,000","62,155",569,"260,132,000","457,175","1,007",11,"68,322",0,2,0,5,168,8,0,0,0,0,0,0,"15,378",43,"517,113",0,6,0,"8,199",11,"12,785,724",0,0,756,5,"321,536",257,"7,026,239","50,843",87,"1,486,067","269,327",218,"5,496,867","1,366",9,"43,305"
south dakota,aurora,"228,778",339,"204,840",284,"2,654","2,400,283",392,0,0,"73,699,000",0,1,0,0,0,0,0,172,0,2,"57,078",194,196,"39,354",2,0,0,17,95,"138,196,000","352,540","74,521",179,"9,880,562","4,828",32,"41,581","64,497,000","130,764,000","333,581","354,554",904,340,392,325,"4,879,000","37,114",219,"67,256","21,264",9,9,"61,014",302,"8,561,000","20,872,000","53,244",392,"116,741,000","297,809","3,136",19,"236,250",0,0,0,0,"3,749",19,782,15,"54,530",600,12,"6,635","74,807",172,"3,362,876",0,0,0,"2,230",6,"5,252,488",0,0,0,0,"6,528",21,"393,999",0,2,0,0,0,0,0,21,0
south dakota,beadle,"548,456",652,"497,788",562,"2,693","2,934,337",744,"20,121",71,"128,216,000",0,0,0,0,0,0,0,368,0,4,"96,986",400,347,"72,532",4,0,846,52,199,"295,269,000","396,867","195,099",329,"27,090,300","16,492",112,"203,628","167,053,000","247,598,000","332,793","810,623","1,090",310,744,548,"12,672,000","63,958",401,"109,551","69,901",13,7,"195,090",497,"19,060,000","79,404,000","106,725",744,"246,835,000","331,767",685,9,"49,855",5,5,0,3,939,23,0,2,0,444,8,"8,320","205,280",359,"8,721,592",0,0,0,"1,325",6,"2,417,405",0,2,75,7,"13,909",69,"697,722","5,789",40,"274,625",0,0,0,"8,120",38,"423,097"
south dakota,bennett,"214,299",177,"175,530",164,952,"2,846,734",213,"8,516",33,"39,197,000",0,0,0,0,1,0,"31,582",136,8,6,"63,562",142,139,"36,714",0,0,0,2,24,"65,933,000","309,545","37,746",58,"3,117,758","1,310",20,"15,109","26,736,000","47,487,000","222,943","636,917","2,990","1,760",213,153,"3,641,000","66,852",145,"90,626",0,2,2,0,101,"5,641,000","27,729,000","130,181",213,"53,495,000","251,150","3,015",13,"200,334",0,1,0,0,0,2,"2,296",12,"119,638",400,4,"9,500","15,026",14,"423,568",0,0,0,"16,514",23,"23,859,940",0,0,0,0,"24,698",35,"957,709","5,768",19,"215,428",0,0,0,"18,930",32,"742,281"
south dakota,bon homme,"228,354",527,"206,886",443,"3,984","2,083,627",583,"8,608",36,"74,868,000",0,0,0,0,0,0,0,254,0,1,"51,634",285,279,"47,474",0,0,619,25,132,"152,852,000","262,182","83,741",323,"11,164,510","6,559",73,"80,728","77,984,000","124,239,000","213,103","304,914",523,270,583,505,"6,300,000","25,136",344,"80,759","26,962",16,16,"53,029",383,"8,086,000","42,999,000","73,755",583,"159,775,000","274,056",708,13,"48,269",0,2,0,0,"1,900",17,0,1,0,91,3,"1,588","87,674",333,"4,093,108",0,0,0,0,0,0,0,0,0,1,"2,746",42,"154,344",0,2,0,0,0,0,0,40,0
south dakota,brookings,"345,429",747,"286,523",605,"4,602","2,386,912",886,"20,527",78,"190,256,000",0,0,0,0,0,0,"19,353",264,"18,551",34,"87,936",334,299,"58,366",2,0,417,40,290,"316,332,000","357,033","116,563",342,"21,509,439","13,369",92,"251,165","126,076,000","278,767,000","314,635","459,501",519,152,886,527,"6,331,000","34,692",400,"106,930","73,820",14,15,"178,910",566,"22,041,000","65,937,000","74,421",886,"219,955,000","248,257","1,341",32,"107,302",8,6,0,1,"7,131",76,0,0,0,0,0,0,"116,221",319,"5,817,478",0,0,0,0,1,0,0,0,32,5,"4,229",28,"274,085","3,945",26,"257,000",0,1,0,0,5,0
south dakota,brown,"884,554",917,"771,781",677,"3,362","3,521,412","1,034","4,443",16,"83,682,000",0,1,0,"2,157",10,"31,374","28,206",279,"2,587",11,"60,352",308,299,"49,290",2,0,"1,697",68,376,"377,443,000","365,032","319,973",432,"49,433,618","8,372",49,"103,277","293,761,000","331,917,000","321,002","1,083,014","1,047",210,"1,034",650,"11,893,000","43,171",359,"75,566",0,13,14,"82,206",706,"32,536,000","89,956,000","86,998","1,034","372,886,000","360,625","2,035",14,"149,512",6,7,0,0,"2,309",49,0,1,0,0,1,0,"381,167",468,"15,471,367",0,0,0,476,3,"852,000",0,0,0,3,"13,635",63,"629,173","13,324",59,"620,073",0,0,0,311,5,"9,100"
south dakota,brule,"277,869",342,"228,639",290,"2,578","3,386,122",394,"5,405",9,"103,595,000",0,0,0,0,0,0,0,213,0,6,"95,797",224,213,"71,390",0,0,795,15,90,"153,565,000","389,760","54,457",142,"5,116,005","18,776",68,"158,612","49,970,000","130,086,000","330,168","517,536","1,314",417,394,304,"5,948,000","47,970",235,"82,430","20,540",9,9,"51,809",288,"14,995,000","44,421,000","112,745",394,"123,264,000","312,852","1,512",9,"104,380",0,0,0,0,993,19,"2,416",12,"207,315","2,547",22,"22,457","76,834",156,"2,985,851",0,0,0,466,4,"507,453",0,0,0,0,"22,672",52,"1,132,074","3,350",8,"157,779",0,0,0,"19,322",48,"974,295"
south dakota,buffalo,"85,435",58,"74,195",51,"1,545","6,815,539",68,"9,330",12,"22,833,000",0,0,0,0,0,0,"14,923",44,0,0,"32,984",44,42,"17,578",0,0,90,3,7,"39,513,000","581,067","21,923",29,"2,568,764","5,444",15,"40,830","16,679,000","37,081,000","545,302","299,891","4,410","2,585",68,54,"2,436,000","19,135",41,"25,260",0,0,0,0,42,"3,307,000","8,175,000","120,214",68,"34,189,000","502,785",0,0,0,0,0,0,0,260,4,"1,542",5,"109,791",0,2,0,"19,531",29,"584,537",0,0,0,"4,148",13,"7,717,489",0,0,0,0,"1,662",5,"57,800",0,1,0,0,0,0,0,4,0
south dakota,butte,"150,243",408,"81,073",356,959,"1,959,536",565,"46,730",279,"59,503,000",0,1,0,0,0,0,"38,738",287,34,8,"72,287",311,299,"49,272",2,0,844,51,115,"67,976,000","120,312",899,11,"131,008","2,072",19,"22,678","8,473,000","60,299,000","106,723","1,155,068","2,044",310,565,296,"5,104,000","73,580",337,"118,586",0,2,1,0,314,"4,919,000","17,701,000","31,329",565,"72,086,000","127,586",147,5,"10,600",31,10,1,4,"35,144",96,237,3,"10,904",368,7,"3,288",0,6,"24,869",0,0,0,0,0,0,0,0,18,5,"3,053",13,"99,357",0,8,0,0,0,0,0,5,0
south dakota,campbell,"250,820",204,"206,637",159,"1,831","3,190,052",249,"4,640",13,"40,833,000",0,0,0,0,0,0,"18,938",103,0,0,"38,587",110,103,"25,757",0,0,0,1,74,"96,197,000","386,333","62,002",111,"7,895,300","3,629",34,"38,184","55,364,000","84,417,000","339,026","433,761","1,742",960,249,217,"3,925,000","28,625",120,"48,715",0,1,1,0,194,"6,859,000","22,563,000","90,616",249,"84,624,000","339,855",855,11,"31,838",0,1,0,0,0,2,0,0,0,0,0,0,"71,766",102,"2,393,841",0,0,0,"11,309",21,"21,996,840",0,0,0,0,"28,449",61,"697,883","27,348",60,"665,754",0,0,0,"1,101",5,"32,129"
